,0,1,2,3,4,5,label6,label7,label8,label9,label10
0,102.38514690012579,-167.2763582640348,-131.17567755614323,2.353920178032008,-36.15327714429621,96.26992256931692,0,1,1,5,9
1,102.14311967217436,-166.673216160465,-131.13084720448887,4.3453935081862785,-42.33700438151216,59.312871248900706,0,1,1,5,9
2,78.7876037948442,-127.55644387596607,-97.28661083238777,6.432311177845199,-32.706296740727666,33.25967263301356,0,1,1,5,9
3,129.09237321849452,-210.341328100003,-163.0160641557185,8.752832584635353,-51.67315276932406,42.898243811350476,0,1,1,5,9
4,88.98086765222557,-145.91248133325252,-114.22390217045685,3.02214289904365,-26.41080198972,98.67619877761422,0,1,1,5,9
5,87.21335725632706,-141.70154786710663,-111.9141388338751,-3.4152556675271195,-29.353027144557533,137.75022631417153,0,1,1,5,9
6,112.07910703848594,-182.69668760087012,-141.45091349652287,11.993443073948464,-48.128811225107476,-9.394864258046276,0,1,1,5,9
7,105.04516560643472,-171.09779763037915,-133.63467867280153,4.739176217684816,-42.70532044409934,61.28526316074275,0,1,1,5,9
8,118.0833238878244,-193.4345278844086,-150.4953354131142,12.151623715153114,-48.059054802528074,-14.33499916084287,0,1,1,5,9
9,108.49508439340352,-176.96128793960494,-138.03961618564728,9.423806253260508,-46.67861683407481,11.790632316043347,0,1,1,5,9
10,96.30628564132508,-157.48899075567385,-123.49755578258801,7.966464437308192,-40.576802413895976,11.944259540761935,0,1,1,5,9
11,110.48103780633465,-180.59666310027492,-139.45426344825336,13.533085713007429,-49.65840161217644,-68.8032907241851,0,1,1,6,2
12,94.9521037860169,-155.19826184359238,-121.5567478338738,3.3192849274875553,-37.51731835001566,51.64819258044622,0,1,1,5,9
13,99.74115267649996,-163.42008011961104,-128.2458473593335,3.864411782195425,-32.869907473637745,85.81718831361098,0,1,1,5,9
14,80.20196436752576,-130.52899099372678,-103.9012637401863,1.3471787420410284,-40.222933072846544,19.822916214939013,0,1,1,5,9
15,114.14772639088184,-185.898808005621,-142.64400189628827,13.45291090101886,-49.28303967998503,-24.018338983235502,0,1,1,6,2
16,85.36344232475122,-139.3106175297259,-107.34418766910393,3.0611155617804044,-25.931466397749872,84.78894515771752,0,1,1,5,9
17,96.08395395143923,-156.48524414705471,-123.17429780176519,1.6613735010133481,-36.42259180917032,79.91294225817617,0,1,1,5,9
18,101.35332911479587,-164.03547261713751,-128.99672153871634,-4.536170464019143,-34.17655949477726,192.03438896325974,0,1,1,5,9
19,68.44264689327899,-113.53286420229271,-88.23277242206898,16.761907388788913,-40.453864696341256,-178.68574433911698,0,3,4,6,2
20,95.75781280989332,-155.46015583866213,-122.22652231054134,2.1819139234176648,-35.67826361977532,99.70525375841551,0,1,1,5,9
21,118.02394267112491,-106.479573734982,-108.38107419051786,1.4110280371853652,-51.96861106036814,96.6802911801358,0,1,1,5,9
22,130.35835124868808,29.72231811702527,37.87406204986581,14.268632451325828,2.4396003966610094,94.70579625547144,3,6,0,1,7
23,149.10042205667636,8.60429176370998,6.93861037351241,-60.56155127985857,-8.193714615877013,22.29444713943072,3,6,5,0,7
24,99.78121276810721,-163.55339245445708,-127.9928721300546,10.192262883259225,-44.28885871379329,-22.235896328395448,0,1,1,6,2
25,115.10296415558322,-47.03489513161857,133.26677684659776,0.5441598636423659,104.73230922355148,141.1276945859517,3,6,0,1,0
